Kanji,YuetPing
鑞,laap
鱲,laap/lap/lip
𥅈,laap
㻋,laat
㻝,laat
䀳,laat
䏀,laat
䓥,laat
䖧,laat/naat
䱫,laat
䶛,laat
列,laat/lit
揧,laat
楋,laat
溂,laat
瓎,laat
痆,laat/naat
瘌,laat
蝲,laat
辢,laat
辣,laat
迾,laat/lit
鬎,laat
鯻,laat
䃩,laau/naau
䴃,laau/naau
巙,laau/naau
撈,laau/lou
賿,laau
蹘,laau
𥒚,laau/naau
㑦,lai
㒧,lai
㘑,lai
㠟,lai
㡂,lai
㤡,lai
㦒,lai
㰀,lai
㴝,lai
㼖,lai
㽝,lai
㾐,lai
㿛,lai
䄵,lai
䅄,lai
䉫,lai
䊪,lai
䔣,lai
䕻,lai
䗍,lai
䘈,lai
䚕,lai/saai
䣓,lai
䦵,lai/nai
䬅,lai
䴡,lai
䵩,lai
丽,lai
來,lai/loi
例,lai
儷,lai
剺,lai/lei
劙,lai/lei
勵,lai
唳,lai/leoi/lit
嚟,lai/lei
囇,lai
婯,lai
巁,lai
廲,lai
悷,lai/leoi
戾,lai/leoi/lit
捩,lai/leoi/lit
攦,lai
攭,lai
曞,lai
栃,lai
栛,lai
栵,lai
棙,lai/lit
檷,lai/nai/nei
櫔,lai
欐,lai
欚,lai
沴,lai/leoi
澧,lai
濿,lai
爄,lai
犁,lai
犂,lai
珕,lai
瓥,lai
盠,lai
盭,lai/leoi
矋,lai
砅,lai
礪,lai
禮,lai
禲,lai
糲,lai
茘,lai
荔,lai
菞,lai
蔾,lai
藜,lai/lei
蛠,lai
蜧,lai
蟸,lai
蠇,lai
蠡,lai/lo
蠣,lai
蠫,lai/lei
謧,lai/lei
豊,lai
迣,lai/lit
邌,lai
邐,lai/lei
醴,lai
鯬,lai/lei
鱧,lai
鱱,lai
麗,lai/lei
黎,lai
黧,lai
𡂖,lai
𡅏,lai
𤪲,lai
𤫟,lai
𥌛,lai
𥗠,lai
𦺙,lai
𧢝,lai
𧬹,lai
𨯅,lai
𨰣,lai
𩧃,lai
㔹,lak
㪐,lak/leot
䅞,lak/nak
䎪,lak/nak
䭆,lak/nak
仂,lak/lik
叻,lak/lek/lik
屴,lak/lik
忇,lak
扐,lak/lik
朸,lak/lik
氻,lak
泐,lak
玏,lak
竻,lak
艻,lak
阞,lak
鰳,lak
𤨕,lak
𥵚,lak
㐭,lam
㛦,lam
㝝,lam
㣩,lam
㨆,lam
㵉,lam
䕲,lam
䫐,lam
冧,lam
凜,lam
啉,lam
壈,lam
崊,lam
廩,lam
懍,lam
晽,lam
林,lam
檁,lam
浨,lam
淋,lam
澟,lam
瀮,lam
瀶,lam
琳,lam
痳,lam/maa
癛,lam
癝,lam
碄,lam
箖,lam
臨,lam
菻,lam
醂,lam
霖,lam
顲,lam
𡒄,lam
𣺉,lam
𧯴,lam
撚,lan/nan/nim/nin
𠹌,lan/lang/nang
𠹹,lan
𡳞,lan
𨶙,lan
㘄,lang
䮚,lang
舲,lang/ling
㕸,lap
竔,lap/sing
笠,lap
粒,lap/nap
苙,lap
鴗,lap
𠈔,lap
𨚪,lap
𩶘,lap
甩,lat/seot
𢫫,lat
㐬,lau
㔷,lau
㙀,lau
㙧,lau
㚼,lau/nau
㜌,lau/nau
㟺,lau
㡞,lau
㧕,lau
㪹,lau
㳅,lau
㶯,lau
㺏,lau
㽌,lau
㽞,lau
䄂,lau
䅹,lau
䉧,lau
䖻,lau
䗜,lau
䚧,lau
䝀,lau
䝏,lau
䣚,lau
䫫,lau/leoi
䬟,lau
䮫,lau
䰘,lau
䱖,lau
䱾,lau
䶉,lau
僂,lau/leoi
剅,lau
劉,lau
嘍,lau
嚠,lau
塯,lau
塿,lau
婁,lau/leoi
媹,lau
嬼,lau/liu
屚,lau
嵧,lau
嶁,lau
廇,lau
廔,lau
慺,lau
懰,lau
摟,lau
旈,lau
旒,lau
柳,lau
栁,lau
桞,lau
桺,lau
榴,lau
槈,lau/nau
樓,lau
橊,lau
橮,lau
流,lau
溜,lau/liu
漊,lau
漏,lau
漻,lau/liu
澑,lau
瀏,lau
熘,lau/liu
熡,lau
熮,lau
珋,lau
琉,lau
瑠,lau
瑬,lau
璢,lau
甊,lau
畄,lau
留,lau
畱,lau
疁,lau
瘤,lau
瘺,lau
瘻,lau
癅,lau
瞜,lau
硫,lau
磂,lau
簍,lau
綹,lau
縷,lau/leoi
罶,lau
羀,lau
翏,lau/liu/luk
耬,lau
膢,lau/leoi
艛,lau
茆,lau/maau
蒥,lau
蓅,lau
蔞,lau
藰,lau
螻,lau
蟉,lau
裗,lau
褸,lau/leoi
蹓,lau
軁,lau
遛,lau
遱,lau
鋶,lau
鎏,lau
鎦,lau
鏐,lau
鏤,lau
鐂,lau
鐞,lau/nau
锍,lau
陋,lau
雡,lau
霤,lau
露,lau/lou
靵,lau/nau
鞻,lau
飀,lau
飂,lau/liu/luk
飅,lau
餾,lau
駠,lau
駵,lau
騮,lau
驑,lau
髏,lau
鬸,lau
鰡,lau
鶹,lau
鷚,lau
鷜,lau/leoi
麍,lau
𠞭,lau
𢄪,lau
𤠑,lau
𤬏,lau
𥜆,lau
𧂭,lau/nau
𨻧,lau
𩗩,lau
䟩,le
呢,le/ne/nei/ni
咧,le/lit
哩,le/lei/li
褦,le/naai/nang/noi
𠻗,le
㒿,lei
㓯,lei
㤦,lei
㥎,lei
㰚,lei
㸚,lei
㻳,lei
㾖,lei
䄜,lei
䅻,lei
䇐,lei
䊍,lei
䋥,lei
䋱,lei
䍦,lei
䔆,lei
䔧,lei
䕥,lei/nei
䖽,lei
䖿,lei
䙰,lei
䤚,lei
䧉,lei
䱘,lei
䴻,lei
俐,lei
俚,lei
儞,lei/nei
刕,lei
利,lei
剓,lei
厘,lei
吏,lei
唎,lei/li
喱,lei
囄,lei
娌,lei
娳,lei
嫠,lei
孋,lei
孷,lei
履,lei/leoi
峛,lei
峲,lei
悡,lei
悧,lei
斄,lei/toi
李,lei
梨,lei
梩,lei
梸,lei
棃,lei
氂,lei/mou
浰,lei/lin
涖,lei
漓,lei
灕,lei
犛,lei/maau/mou
狸,lei
猁,lei
理,lei
琍,lei
璃,lei
瓈,lei
瓼,lei
痢,lei
睝,lei
穲,lei
筣,lei
篱,lei
籬,lei
粴,lei
縭,lei
纚,lei/saai/si
罹,lei
脷,lei
艃,lei
莅,lei
莉,lei
蒞,lei
蘺,lei
蜊,lei
蟍,lei
裏,lei/leoi
裡,lei/leoi
褵,lei
詈,lei
貍,lei/maai
醨,lei
里,lei
鋫,lei
鋰,lei
錅,lei
鏫,lei
鑗,lei
離,lei
霾,lei/maai/mai
驪,lei
鬁,lei
鯉,lei
鯏,lei
鱺,lei
鵹,lei
鸝,lei
𠍆,lei
𠼝,lei
𡛧,lei/nei
𡺉,lei
𢃇,lei
𣼵,lei
𥝢,lei
𦲷,lei
𦴪,lei/nei
𨤳,lei
𪈳,lei
兣,lei hak
糎,lei mai
甅,lei ngaa
竰,lei sing
壢,lek/lik
瀝,lek/lik
癧,lek/lik
𠠝,lek
舔,lem/tim
𦧷,lem
僆,leng/lin
岭,leng/ling
嶺,leng/ling
愣,leng/ling
靈,leng/ling
靚,leng/zing
領,leng/ling
鯪,leng/ling
𡃁,leng
㒍,leoi
㒦,leoi
㔣,leoi
㔧,leoi
㗊,leoi
㙼,leoi
㛎,leoi
㜢,leoi
㠠,leoi
㭚,leoi
㱺,leoi
㲎,leoi
㴃,leoi
㵢,leoi
㵽,leoi
㶟,leoi
㹎,leoi
㻲,leoi
㼍,leoi
㼏,leoi/neoi
㾔,leoi
㿔,leoi
䄛,leoi
䉂,leoi
䉪,leoi
䋈,leoi/neoi
䍣,leoi
䐯,leoi
䓞,leoi
䕡,leoi
䢮,leoi
䣂,leoi
䣦,leoi
䥨,leoi
䨓,leoi
䮉,leoi
䮑,leoi
䯁,leoi
䲎,leoi/neoi
䴎,leoi
侶,leoi
傫,leoi
儡,leoi
儢,leoi
儽,leoi
勴,leoi
厽,leoi
呂,leoi
垒,leoi
塁,leoi
壘,leoi/leot
壨,leoi
嫘,leoi
屢,leoi
彙,leoi/wai/wui
慮,leoi/lou/luk
挔,leoi
捛,leoi
擂,leoi
攂,leoi
旅,leoi
梠,leoi
樏,leoi
檑,leoi
櫐,leoi
櫑,leoi
櫖,leoi
櫚,leoi
欙,leoi
氀,leoi
沵,leoi/mei/nei
洡,leoi
涙,leoi
淚,leoi
漯,leoi/lo/lok/taap
濾,leoi
灅,leoi
焒,leoi
爈,leoi
瓃,leoi
畾,leoi
瘰,leoi/lo
癗,leoi
盧,leoi/lou
磊,leoi
磥,leoi
礌,leoi
礧,leoi
礨,leoi
祣,leoi
禷,leoi
稆,leoi
穭,leoi
累,leoi
絫,leoi
絽,leoi
縲,leoi
纇,leoi
纍,leoi
纝,leoi
罍,leoi
羸,leoi
耒,leoi/loi
腂,leoi
膂,leoi
膐,leoi
蔂,leoi
蕌,leoi
蕾,leoi
藘,leoi
藟,leoi
蘱,leoi
蘲,leoi
蘽,leoi
虆,leoi
蜼,leoi/wai
蠝,leoi
誄,leoi/loi
謱,leoi/lou
讄,leoi
轠,leoi
郘,leoi
銇,leoi
鋁,leoi
錑,leoi
鐳,leoi
鑘,leoi
鑢,leoi
鑸,leoi
閭,leoi
雷,leoi
靁,leoi
頛,leoi
類,leoi
騾,leoi/lo
驢,leoi/lou
鱩,leoi
鸓,leoi
麿,leoi
鼺,leoi
𣚎,leoi
𥚃,leoi
𦌵,leoi
𧃒,leoi
𧒽,leoi
𧭜,leoi
𨀤,leoi
𨂐,leoi
𨯔,leoi
𩸭,leoi
㓆,leon
㔂,leon
㖁,leon
㖥,leon
㖮,leon
㷍,leon
㷠,leon
䈁,leon
䉮,leon
䑳,leon
䗲,leon
䚏,leon
䚬,leon
䢯,leon
䫰,leon
䮼,leon
亃,leon
侖,leon
倫,leon
僯,leon
卵,leon/lo
厸,leon
吝,leon
噒,leon
圇,leon
埨,leon
壣,leon
婨,leon
崘,leon
崙,leon
嶙,leon
恡,leon
悋,leon
惀,leon
掄,leon
撛,leon
斴,leon
暽,leon
棆,leon
橉,leon
淪,leon
溣,leon
潾,leon
焛,leon
燐,leon
獜,leon
璘,leon
甐,leon
疄,leon
瞵,leon
碖,leon
磮,leon
磷,leon/ling
稐,leon
粦,leon
粼,leon
紊,leon/man
繗,leon
翷,leon
耣,leon
腀,leon
膦,leon
菕,leon
藺,leon
蜦,leon
論,leon
踚,leon
蹸,leon
躙,leon
躪,leon
輪,leon
轔,leon
轥,leon
遴,leon
鄰,leon
鏻,leon
閵,leon
陯,leon
隣,leon
驎,leon
鯩,leon
鱗,leon
麐,leon
麟,leon
𢜒,leon
𤦎,leon
𥣡,leon
𥻘,leon
𪊓,leon
𪊲,leon
𪊺,leon
㖀,leot
㗚,leot
㟳,leot
㠥,leot
㮚,leot
䔁,leot
䔞,leot
䡃,leot
䬆,leot
侓,leot
傈,leot
凓,leot
垏,leot
塛,leot
峍,leot
嵂,leot
律,leot
慄,leot
搮,leot
栗,leot
溧,leot
獝,leot/wat
率,leot/seoi/seot
瑮,leot
硉,leot
箻,leot
篥,leot
繂,leot
膟,leot
葎,leot
鱊,leot/wat
鷅,leot
麜,leot
𠷈,leot
𤝽,leot
𨀞,leot
𠺫,leu
𨉖,li/nei/ni
㔏,lik
㠣,lik
㬏,lik
㱹,lik
㷴,lik
㺡,lik
㻺,lik
㽁,lik
㿨,lik
䃯,lik
䍥,lik
䍽,lik
䔉,lik
䟏,lik
䟐,lik
䤙,lik
䥶,lik
䮥,lik
䰛,lik
䰜,lik
儮,lik
力,lik
劷,lik
匿,lik/nik/tik
厤,lik
厯,lik
嚦,lik
嬺,lik/nik
擽,lik/loek
攊,lik
暦,lik
曆,lik
榒,lik/nik
檪,lik
櫪,lik
歴,lik
歷,lik
爍,lik/lok/soek
爏,lik
瓅,lik
瓑,lik
皪,lik
眤,lik/nik
磿,lik
礫,lik/lok
礰,lik
秝,lik
藶,lik
蝷,lik/sik
讈,lik
赲,lik
躒,lik/lok
轢,lik
酈,lik
靂,lik
靋,lik
鱳,lik/lok/luk
鳨,lik
𢟍,lik
𤃉,lik
𤄿,lik
㑫,lim/nim
㝺,lim
㡘,lim
㢘,lim
㪘,lim
㯬,lim
㰈,lim
㰸,lim
㱨,lim
㶑,lim
㼓,lim
䁠,lim
䆂,lim
䌞,lim
䙺,lim
䥥,lim
䨬,lim
䬯,lim/nim
䭑,lim
亷,lim
令,lim/ling
劆,lim
匲,lim
匳,lim
奩,lim
嬚,lim
帘,lim
廉,lim
斂,lim
槏,lim
歛,lim
殮,lim
溓,lim
澰,lim
濂,lim
濓,lim
瀲,lim
熑,lim
燫,lim
秥,lim/nim
簾,lim
籢,lim
籨,lim
羷,lim
臁,lim
臉,lim
艌,lim/nim
薕,lim
蘝,lim
蘞,lim
蠊,lim
襝,lim
覝,lim
譧,lim
蹨,lim/nim
鎌,lim
鐮,lim
鬑,lim
𠪊,lim
𢅏,lim
𢅖,lim
𢅳,lim
𤅄,lim
㜕,lin
㟀,lin
㥕,lin
㦁,lin
㦭,lin
㪝,lin
㬗,lin/nin
㮟,lin/nin
㲽,lin/nin
㶌,lin
㺦,lin
㼑,lin
䃛,lin
䄭,lin/nin
䟢,lin/nin
嗹,lin
堜,lin
媡,lin
嫾,lin
怜,lin/ling
慩,lin
憐,lin
摙,lin
攆,lin
楝,lin
槤,lin
櫣,lin
湅,lin
漣,lin
煉,lin
瑓,lin
璉,lin
練,lin
縺,lin
翴,lin
萰,lin
蓮,lin
褳,lin
謰,lin
蹥,lin
輦,lin
連,lin
鄻,lin
錬,lin
鍊,lin
鏈,lin
零,lin/ling
鰊,lin
鰱,lin
鵇,lin/nin
𠁎,lin
𡂴,lin
𤂍,lin
𤪼,lin
𨃨,lin/nin/zin
〇,ling
㖫,ling
㚑,ling
㝕,ling/ning
㡵,ling
㥄,ling
㩕,ling
㪮,ling
㬡,ling
㯪,ling
㱓,ling
㱥,ling
㲆,ling
㲰,ling/ning
㸳,ling
㾉,ling
䄥,ling
䈊,ling
䉁,ling
䉄,ling
䉖,ling
䉹,ling
䌢,ling
䍅,ling
䔖,ling
䔭,ling/ning
䕘,ling
䖅,ling
䙥,ling
䚖,ling
䠲,ling
䡼,ling
䡿,ling
䧙,ling
䨩,ling
䬋,ling
䯍,ling
䰱,ling
䳥,ling
䴇,ling
䴒,ling
䴫,ling
伶,ling
倰,ling
凌,ling
刢,ling
另,ling
呤,ling
囹,ling
坽,ling
堎,ling
塄,ling
夌,ling
姈,ling
婈,ling
孁,ling
岺,ling
崚,ling
彾,ling
拎,ling/ning
掕,ling
擰,ling/ning
昤,ling
朎,ling
柃,ling
棱,ling
楞,ling
檸,ling/ning
櫺,ling
欞,ling
泠,ling
淩,ling
澪,ling
炩,ling
燯,ling
爧,ling
狑,ling
玲,ling
琌,ling
瓴,ling
皊,ling
睃,ling/so/zeon
睖,ling
砱,ling
碐,ling
祾,ling
秢,ling
稜,ling
竛,ling
笭,ling
紷,ling
綾,ling
羚,ling
翎,ling
聆,ling
苓,ling
菱,ling
蓤,ling
蔆,ling
蕶,ling
薐,ling
蘦,ling
蛉,ling
衑,ling
袊,ling
裬,ling
詅,ling
跉,ling
踜,ling
軨,ling
輘,ling
酃,ling
醽,ling
鈴,ling
錂,ling
閝,ling
阾,ling
陵,ling
霊,ling
霗,ling
霛,ling
霝,ling
靇,ling/lung
駖,ling
魿,ling
鴒,ling
鹷,ling
麢,ling
齡,ling
齢,ling
龗,ling
𠸖,ling
𡡷,ling
𣌟,ling
𤅷,ling
𤊥,ling
𤦫,ling
𤫊,ling
𤫩,ling
𥩔,ling
𦉢,ling
𨤍,ling
𩆜,ling
㬯,lip
㯿,lip
㲱,lip
㼲,lip
䉭,lip
䜲,lip
䝓,lip
䢂,lip
䪉,lip
儠,lip
巤,lip
犣,lip
猟,lip
獵,lip
聗,lip
躐,lip
鬛,lip
鬣,lip
鼡,lip
𤢪,lip
𦘒,lip/nip
𨋢,lip
㤠,lit
䅀,lit
䋑,lit
䮋,lit
冽,lit
劽,lit
姴,lit
峢,lit
挒,lit
洌,lit
烈,lit
烮,lit
煭,lit
燤,lit/taai
睙,lit
綟,lit
茢,lit
蛚,lit
裂,lit
趔,lit
颲,lit
鮤,lit
鴷,lit
𤹐,lit
𦶣,lit
𨑬,lit
㙩,liu
㝋,liu
㞠,liu
㡻,liu
㭂,liu/niu
㵳,liu
㶫,liu
㺐,liu
䄦,liu
䉼,liu
䎆,liu
䑠,liu
䒿,liu
䜍,liu
䜮,liu
䢧,liu
䨅,liu
䩍,liu
䭜,liu
佬,liu/lou
僚,liu/lou
六,liu/luk
嘹,liu
嫽,liu
寥,liu
寮,liu
尞,liu
尥,liu
尦,liu
屪,liu
嵺,liu
嶚,liu
嶛,liu
廖,liu
廫,liu
憀,liu
憭,liu
撂,liu/loek
撩,liu
敹,liu
料,liu
暸,liu
曢,liu
橑,liu/lou
潦,liu/lou
炓,liu/tau
燎,liu
爎,liu
爒,liu
獠,liu/lou
璙,liu
療,liu
瞭,liu
窷,liu
竂,liu
簝,liu/lou
繚,liu
聊,liu
膋,liu
膫,liu
蓼,liu/luk
藔,liu
蟟,liu
豂,liu
蹽,liu
遼,liu
鄝,liu
釕,liu
鐐,liu
镽,liu
顟,liu
飉,liu
髎,liu
鷯,liu
𠐟,liu
𢓌,liu
𦆲,liu
㒩,lo
㞅,lo
㤖,lo/no
㦬,lo
㩡,lo
㰁,lo
㱻,lo
㼈,lo
㽋,lo
㿚,lo
䇔,lo
䉓,lo
䊨,lo
䌱,lo
䌴,lo
倮,lo
儸,lo
剆,lo
囉,lo
囖,lo
婐,lo/o/wo
摞,lo
攎,lo/lou
攞,lo
曪,lo
欏,lo
玀,lo
癳,lo
砢,lo/o
籮,lo
纙,lo
羅,lo
臝,lo
蓏,lo
藞,lo
蘿,lo
螺,lo
蠃,lo
裸,lo
覶,lo
覼,lo
躶,lo
邏,lo
鏍,lo
鑼,lo
雫,lo/no
饠,lo
驘,lo
鸁,lo
𡤢,lo
𣎆,lo
𤓓,lo
𦣇,lo
𧟌,lo
𠼱,loe
𢶤,loe
𦧲,loe
㑼,loek
㗉,loek
㨼,loek
䂮,loek
䅫,loek
䌎,loek
䛚,loek
圙,loek
掠,loek
略,loek
畧,loek
稤,loek
𠼟,loek
㒳,loeng
㔝,loeng
㹁,loeng
㾗,loeng
䀶,loeng
䁁,loeng
䓣,loeng
䝶,loeng
䠃,loeng
䣼,loeng
䩫,loeng
両,loeng
亮,loeng
俍,loeng
倆,loeng
兩,loeng
哴,loeng/long
喨,loeng
墚,loeng
悢,loeng/long
掚,loeng
斏,loeng
梁,loeng
椋,loeng
樑,loeng
涼,loeng
湸,loeng
簗,loeng
粮,loeng
粱,loeng
糧,loeng
綡,loeng
緉,loeng
羪,loeng
脼,loeng
良,loeng
莨,loeng/long
蜋,loeng/long
蜽,loeng
裲,loeng
襔,loeng
諒,loeng
踉,loeng/long
輌,loeng
輛,loeng
輬,loeng
辌,loeng
量,loeng
鍄,loeng
駺,loeng/long
魎,loeng
𣸑,loeng
𤦻,loeng
𨫟,loeng
𩞯,loeng
㑍,loi
㚓,loi
㾢,loi
䂾,loi
䅘,loi
䒹,loi
䚅,loi
䛶,loi
䧒,loi
倈,loi
唻,loi
婡,loi
崍,loi
庲,loi
徠,loi
棶,loi
淶,loi
猍,loi
琜,loi
睞,loi
筙,loi
箂,loi
萊,loi
賚,loi
逨,loi
郲,loi
錸,loi
頪,loi
騋,loi
鯠,loi
鶆,loi
麳,loi
𦩑,loi
𧶘,loi
㓢,lok
㦡,lok
㪾,lok
㴖,lok
䀩,lok
䎊,lok
䚥,lok/nok
嗠,lok
峈,lok
楽,lok
樂,lok/ngaau/ngok
橐,lok/tok
洛,lok
洜,lok
烙,lok
犖,lok
珞,lok
硦,lok
笿,lok
絡,lok
酪,lok/lou
雒,lok
餎,lok
馲,lok/tok
駱,lok
𠘙,lok
𡀩,lok
𡁆,lok
𧭥,lok
𨿅,lok
㓪,long
㙟,long
㝗,long
㟍,long
㢃,long
㫰,long
㮾,long
㱢,long
㾿,long
䍚,long
䕞,long
䡙,long
䯖,long
䱶,long
勆,long
啷,long
埌,long
塱,long
嫏,long
崀,long
廊,long
晾,long
朖,long
朗,long
朤,long
桹,long
榔,long
樃,long
欴,long
浪,long
瀧,long/lung/soeng
烺,long
狼,long
琅,long
瑯,long
硠,long
稂,long
筤,long
艆,long
蒗,long
蓈,long
蓢,long
螂,long
誏,long
躴,long
郎,long
郒,long
郞,long
鋃,long
鎯,long
閬,long
𠺘,long
𠻴,long
𡏅,long
𡦀,long
𢲲,long
𤎜,long
𤨡,long
𧚅,long
㐗,lou
㔪,lou
㖈,lou
㗦,lou
㞪,lou/nou
㟉,lou
㟹,lou
㢚,lou
㢳,lou
㧯,lou
㨓,lou
㪭,lou
㭔,lou
㯝,lou
㯭,lou
㲶,lou
㳣,lou
㿖,lou
㿵,lou
䃕,lou
䇭,lou
䎛,lou
䕩,lou
䛝,lou/nou
䜎,lou
䝁,lou
䝤,lou
䡎,lou
䰕,lou
䲏,lou
䲐,lou
䳓,lou
䵏,lou
僗,lou
労,lou
勞,lou
咾,lou
哰,lou
嘮,lou
嚕,lou/lu
嚧,lou
塷,lou
壚,lou
姥,lou/mou
嫪,lou
嶗,lou
廬,lou
恅,lou
悩,lou/nou
憥,lou
憦,lou
擄,lou
擼,lou
曥,lou
朥,lou
枦,lou
栳,lou
樐,lou
橯,lou
櫓,lou
櫨,lou
氌,lou
浶,lou
滷,lou
潞,lou
澇,lou
澛,lou
瀂,lou
瀘,lou
爐,lou
牢,lou
狫,lou
獹,lou
玈,lou
珯,lou
璐,lou
瓐,lou
癆,lou
矑,lou
硓,lou
磠,lou
磱,lou
窂,lou
簩,lou
簬,lou
簵,lou
籚,lou
粩,lou
纑,lou
罏,lou
老,lou
耂,lou/lou zi tau
耮,lou
臚,lou
舮,lou
艣,lou
艪,lou
艫,lou
荖,lou
蓾,lou
蕗,lou
蘆,lou
虂,lou
虜,lou
蛯,lou
蟧,lou
蠦,lou
謢,lou
賂,lou
路,lou
躼,lou
軂,lou
輅,lou
轑,lou
轤,lou
醪,lou
鈩,lou
銠,lou
鏀,lou
鏴,lou
鐒,lou
鐪,lou
鑥,lou
鑪,lou
顱,lou
馿,lou
髗,lou
髝,lou
魯,lou
魲,lou
鮱,lou
鱸,lou
鴼,lou
鷺,lou
鸕,lou
鹵,lou
黸,lou
𠐔,lou
𠫂,lou
𡀔,lou
𢲸,lou
𤅟,lou
𤏪,lou
𤩂,lou
𤫢,lou
𦚱,lou
㓐,luk
㖨,luk
㛬,luk
㜙,luk
㟤,luk
㦇,luk
㪖,luk
㫽,luk
㯟,luk
㼾,luk
䂇,luk/nuk
䃙,luk
䌒,luk
䍡,luk
䎑,luk
䎼,luk
䐂,luk
䘵,luk
䚄,luk
䟿,luk
䡜,luk
䩮,luk
䱚,luk
䴪,luk
僇,luk
剹,luk
勎,luk
勠,luk
圥,luk
坴,luk
塶,luk
娽,luk
廘,luk
彔,luk
戮,luk
搙,luk/nuk
摝,luk
椂,luk
樚,luk
氯,luk
淕,luk
淥,luk
漉,luk
熝,luk
琭,luk
甪,luk
盝,luk
睩,luk
碌,luk
磟,luk
祿,luk
稑,luk
穋,luk
箓,luk
簏,luk
簶,luk
籙,luk
粶,luk
綠,luk
緑,luk
膔,luk
菉,luk
螰,luk
觮,luk
觻,luk
趢,luk
踛,luk
蹗,luk
轆,luk
逯,luk
醁,luk
錄,luk
録,luk
錴,luk
鏕,luk/ou
陸,luk
騄,luk
騼,luk
鯥,luk
鵦,luk
鵱,luk
鹿,luk
麓,luk
𠯿,luk
𢮑,luk
𣊫,luk
𣊭,luk
𤀼,luk
𤊒,luk
𩣱,luk
㑝,lung
㔫,lung
㙙,lung
㚅,lung
㛞,lung
㝫,lung
㟖,lung
㡣,lung
㢅,lung
㦕,lung
㰍,lung
㳥,lung
㴳,lung
㺯,lung
䃧,lung
䆍,lung
䏊,lung
䡁,lung
䥢,lung
䪊,lung
儱,lung
哢,lung
嚨,lung
垰,lung
壟,lung
壠,lung
屸,lung
嶐,lung
巃,lung
巄,lung
弄,lung/nung
徿,lung
挊,lung
挵,lung
攏,lung
曨,lung
朧,lung
桛,lung
梇,lung
槞,lung
檂,lung/nung
櫳,lung
欁,lung/nung
湰,lung
滝,lung
漋,lung
燶,lung/nung
爖,lung
瓏,lung
癃,lung
矓,lung
礱,lung
礲,lung
窿,lung
竉,lung
竜,lung
篭,lung
籠,lung
聾,lung
蘢,lung
蠪,lung
蠬,lung
裃,lung
襱,lung
豅,lung
贚,lung
躘,lung
鏧,lung
鑨,lung
隆,lung/naam
隴,lung
霳,lung
鞐,lung
驡,lung
鸗,lung
龍,lung
龐,lung/pong
龒,lung
龓,lung
𠾐,lung
𢅛,lung
𢙱,lung
𤜆,lung
𤮨,lung
𥥅,lung
㘘,lyun
㜃,lyun
㜻,lyun
㝈,lyun
㡩,lyun
㯎,lyun/nyun
㱍,lyun
䏈,lyun
䖂,lyun
䜌,lyun
乱,lyun
亂,lyun
圝,lyun
圞,lyun
奱,lyun
孌,lyun
孿,lyun/syun
巒,lyun
戀,lyun
攣,lyun
曫,lyun
欒,lyun
灓,lyun
灤,lyun
癴,lyun
癵,lyun
纞,lyun
羉,lyun
聨,lyun
聫,lyun
聮,lyun
聯,lyun
脟,lyun/lyut
臠,lyun
虊,lyun
釠,lyun
鑾,lyun
鵉,lyun
鸞,lyun
𡤻,lyun
𤓖,lyun
𪢮,lyun
㭞,lyut
㭩,lyut
㸹,lyut
㽟,lyut
䟹,lyut
䤣,lyut
劣,lyut
哷,lyut
埒,lyut
埓,lyut
寽,lyut
挘,lyut
捋,lyut
浖,lyut
蛶,lyut
鋝,lyut
鋢,lyut
韷,lyut
頱,lyut
呣,m
唔,m/ng
嗎,ma/maa
㦄,maa
㾺,maa
䗫,maa
䘞,maa
䣕,maa
䣖,maa
䧞,maa
䲈,maa
䳸,maa
傌,maa
嘛,maa
嚜,maa/maak/mak
媽,maa
嫲,maa
嬤,maa/mo
孖,maa/zi
摩,maa/mo
榪,maa
溤,maa
犘,maa
狕,maa
獁,maa
瑪,maa
痲,maa
碼,maa
禡,maa/ngaa
罵,maa
蔴,maa
螞,maa
蟆,maa
蟇,maa/mou
遤,maa
鎷,maa
馬,maa
駡,maa
鬕,maa
鰢,maa
鷌,maa
麻,maa
麼,maa/mo
𡚸,maa
𥡗,maa
㜥,maai
㦟,maai
䀛,maai
䀜,maai
䁲,maai
䚑,maai
䜕,maai
䨪,maai
佅,maai/mui
勱,maai
嘪,maai
埋,maai
売,maai
蕒,maai
薶,maai/wo
買,maai
邁,maai
鷶,maai
𠹺,maai
万,maak/maan/mak
墨,maak/mak
孹,maak
眽,maak/mak
脈,maak/mak
萬,maak/maan
貊,maak/mak
陌,maak/mak
霢,maak/mak
驀,maak/mak
麥,maak/mak
㗈,maan
㡢,maan
㬅,maan
㵘,maan
㸘,maan
㻴,maan
㿸,maan
䅋,maan
䅼,maan
䕕,maan
䛲,maan
䝡,maan
䝢,maan
䡬,maan
䯶,maan
僈,maan
卍,maan
卐,maan
墁,maan
姏,maan
嫚,maan
幔,maan
慢,maan
摱,maan
晚,maan
晩,maan
曼,maan/mun
杤,maan
梚,maan
槾,maan
漫,maan
澫,maan/ngaau
澷,maan
熳,maan
獌,maan
睌,maan
矕,maan
縵,maan
脕,maan
葂,maan
蔄,maan
蔓,maan
蘰,maan
蟃,maan
蠻,maan
謾,maan
贎,maan
鄤,maan
鏝,maan
饅,maan
鬗,maan/mun
鬘,maan
鰻,maan
𠼦,maan
𢶯,maan
𢺳,maan
